Unnamed: 0,PageNo,Text
35,page_36,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'three features, it should be primarily determined by the degree of erythema, as that is', 'the dominant feature in the majority of cases of genital psoriasis (Merola, 2017).', 'Appendix F.', '6.4.6.', 'Palmoplantar Psoriasis Physicians Global Assessment (PPPGA)', 'The PPPGA is the assessment by the Investigator of the overall disease severity at the', 'time of evaluation of palms and soles (Leonardi, 2007). The scale ranges from', 'ranging from 0 (clear) to 4 (severe). See Appendix G.', '6.4.7.', 'Itch Numeric Rating Scale (NRS)', 'The Itch NRS is a single-item patient-reported outcome that asks subjects to assess', 'the worst severity of itch over the past 24 hours. Subjects indicate itch severity by', 'circling the number that best describes the worst level of itching due to psoriasis in', 'the past 24 hours on an 11-point scale anchored at 0, representing ""no itching\' and 10,', 'representing ""worst itch imaginable\' (Naegeli, 2015). See Appendix H.', '6.4.8.', 'Skin Discomfort/Pain Visual Analog Scale (VAS)', 'The subject will be asked to place a vertical stroke on a 100 mm VAS on which the', 'left-hand boundary represents no skin discomfort/pain, and the right-hand boundary', 'represents skin discomfort/pain as severe as can be imagined. The distance from the', 'mark to the left-hand boundary will be recorded. See Appendix I.', '6.4.9.', 'Body Surface Area (BSA)', 'Body surface area is a measurement of involved skin. The overall BSA affected by', ""psoriasis is estimated based on the palm area of the subject's hand (entire palmar"", 'surface or ""handprint""), which equates to approximately 1% of total BSA.', '6.4.10.', 'Psoriasis Area Severity Index (PASI)', 'The PASI will be determined for all subjects throughout the study. The PASI', 'calculation is described in Appendix J.', 'The PASI is a measure of psoriatic disease severity taking into account qualitative', 'lesion characteristics (erythema, thickness, and scaling) and degree of skin surface', 'area involvement on defined anatomical regions. The PASI is a validated instrument', 'that has become standard in clinical trials for psoriasis.', 'The PASI scores range from 0 to 72, with higher scores reflecting greater disease', 'severity (Fredriksson, 1978). Erythema, thickness, and scaling are scored on a scale', 'of 0 (none) to 4 (very severe) on 4 anatomic regions of the body: head, trunk, upper', 'limbs, and lower limbs. Degree of involvement on each of the 4 anatomic regions is', 'scored on a scale of 0 (no involvement) to 6 (90% to 100% involvement). The total', 'qualitative score (sum of erythema, thickness, and scaling scores) is multiplied by the', 'degree of involvement for each anatomic region and then multiplied by a constant.', 'These values for each anatomic region are summed to yield the PASI score.', 'Confidential and Proprietary', '36', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
36,page_37,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '6.4.11.', 'Patient Benefit Index (PBI)', 'The PBI is a validated patient-reported instrument to assess patient-relevant benefits', 'of psoriasis treatment (Feuerhahn, 2012). Prior to starting therapy, subjects are asked', 'to assess their treatment expectations by completing the Patient Needs Questionnaire', '(PNQ) (See Appendix K). After a period of treatment, subjects are then asked to', 'assess the benefits of treatment by completing the Patient Benefit Questionnaire', '(PBQ) (See Appendix L). The Patient Benefit Index represents the subject benefits', 'realized as a function of most important subject needs. The PBI score ranges from 0', '(no benefit) to 4 (maximum benefit).', '6.4.12.', 'The European Quality of Life 5-Dimension Questionnaire (EQ-5D)', ""EQ-5D (The EuroQol Group, 1990) measures the subject's general health state as a"", 'vertical VAS and 5 quality of life domains as multiple-choice questions: mobility,', 'self-care, main activity (work, study, housework, family/leisure activities),', 'pain/discomfort, and anxiety/depression, the combination of which generates 243', 'possible health states. See Appendix M.', '6.4.13.', 'The Work Productivity and Activity Impairment Questionnaire: Psoriasis', '(WPAI: PSO)', 'The WPAI: PSO questionnaire is a validated, 6-item self-administered instrument', 'used to assess the impact of disease on work productivity in psoriasis due to general', 'health or a specified health problem (Reilly, 2012; Appendix N).', '6.4.15.', 'Photography', 'Photographs will be collected only at selected sites, in subjects who consent, and will', 'be considered as supportive evidence of efficacy. Descriptive summary of', 'photography will be addressed in the statistical analysis plan (SAP) and included in', 'the clinical study report.', 'Confidential and Proprietary', '37', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
37,page_38,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Photographs will be taken of all effected manifestations of plaque psoriasis at Weeks', '0, 16, 32, and 52. Appropriate protective mechanisms shall be implemented to ensure', 'that the photographs do not contain any subject-specific identifiers (such as tattoos,', 'scars, etc) when shared with the Sponsor.', 'The procedure for taking the photographs and processing and shipping photographs', 'will be described in a separate procedure manual distributed to investigational sites', 'performing photographic assessments.', 'Photographic assessments are an optional part of this study. Subjects enrolled at the', 'selected photography sites will be asked to sign a separate consent form specific to', 'photography at Visit 1 (Screening Visit), prior to being photographed.', '6.5.', 'Safety Assessments', 'In addition to safety monitoring conducted by Investigators and individual study personnel, AEs,', 'serious adverse events (SAEs), discontinuations and laboratory findings will be reviewed by the', 'study team. The review follows the Council for International Organizations for Medical', 'Sciences, Working Group VI (CIOMS VI) recommendations.', 'The study will be conducted in compliance with the ICH of Technical Requirements for', 'Registration of Pharmaceuticals for Human Use/GCP and applicable regulatory requirements.', 'The following assessments will be conducted as outlined in Table 3, Table of Events.', '6.5.1.', 'Serum and Urine Pregnancy Tests for Females of Childbearing Potential', 'A serum pregnancy test with a sensitivity of < 15 mIU/mL will be required for FCBP subjects at', 'Screening and the Week 52 Visit (or at the Early Termination Visit for subjects who prematurely', 'discontinue from the study). Urine pregnancy test will be performed on all FCBP subjects at the', 'Baseline Visit, prior to randomization. A urine pregnancy test kit will be provided by the central', 'laboratory. Pregnancy tests should be performed if the FCBP subject has missed a menstrual', 'period or the contraception method has changed.', '6.5.2.', 'Vital Signs, Weight and Waist Circumference', 'Vital signs, including pulse, and seated blood pressure, will be taken during the visits indicated', 'in Table 3, Table of Events. Weight and waist circumference will be measured and recorded at', 'the Screening Visit and then as indicated in Table 3, Table of Events; Body mass index (BMI)', 'will be calculated programmatically based on the Height measured and recorded at Screening. In', 'the event of unexplained and clinically significant weight loss, the patients should be evaluated', 'by the investigator and discontinuation of treatment should be considered (see Section 11).', '6.5.3.', 'Physical Examination', 'A physical examination includes evaluations of skin, nasal cavities, eyes, ears, lymph nodes, and', 'respiratory, cardiovascular, gastrointestinal, neurological, and musculoskeletal systems. A', 'physical examination is done at Screening as indicated in Table 3, Table of Events. Additional', 'physical examinations may be performed during the course of study as deemed necessary per', ""investigator's judgment and recorded in source documents."", 'Confidential and Proprietary', '38', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
38,page_39,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '6.5.4.', 'Psychiatric Evaluation', 'Treatment with apremilast is associated with an increase in adverse reactions of depression.', 'Before using apremilast in subjects with a history of depression and/or suicidal thoughts or', 'behavior, the Investigator should carefully weigh the risks and benefits of treatment with', 'apremilast in such patients. Subjects should be advised of the need to be alert for the emergence', 'or worsening of depression, suicidal thoughts or other mood changes, and if such changes occur', 'to contact the Investigator.', 'If a patient suffers from new or worsening psychiatric symptoms, or suicidal ideation is', 'identified, it is recommended to discontinue the subject participation to the study. Subjects who', 'are identified by the Investigator as having attempted suicide must be immediately withdrawn', 'from the study (see Section 11).', '6.5.5.', 'Severe Diarrhea, Nausea and Vomiting', 'There have been post-marketing reports of severe diarrhea, nausea, and vomiting associated with', 'the use of apremilast. Most events occurred within the first few weeks of treatment. In some', 'cases, patients were hospitalized. Patients 65 years of age or older and patients taking', 'medications that can lead to volume depletion or hypotension may be at a higher risk of', 'complications. Subjects should be monitored for severe diarrhea, nausea and vomiting. If', 'patients develop severe diarrhoea, nausea, or vomiting, discontinuation of treatment may be', 'necessary (see Section 11).', '6.5.6.', 'Clinical Laboratory Evaluations', 'Clinical laboratory evaluations will be performed as indicated in Table 3, Table of Events. These', 'include complete blood count (red blood cell [RBC] count, hemoglobin, hematocrit, white blood', 'cell [WBC] count and differential, absolute WBC counts, platelet count) and serum chemistries', 'including sodium, potassium, calcium, chloride, blood urea nitrogen (BUN), creatinine,', 'creatinine clearance, glucose, albumin, total protein, alkaline phosphatase, bilirubin (total and', 'direct), aspartate aminotransferase/serum glutamic oxaloacetic transaminase (AST/SGOT),', 'alanine aminotransferase/serum glutamic pyruvic transaminase (ALT/SGPT), gamma-glutamyl', 'transferase (GGT), lactate dehydrogenase (LDH). A lipid panel will be included in the standard', 'chemistry panel.', '6.5.7.', 'Tuberculosis', 'After an extensive clinical development program, there is no current evidence that apremilast has', 'the potential to activate latent TB. Therefore, no TB testing will be done in this protocol.', ""Investigators can test for TB if clinically indicated, using the site's local or country-specific"", 'guidelines. If the subject has active or latent TB, he/she should be treated according to local', 'guidelines. Subjects who require TB treatment at any time during the study must be', 'discontinued.', 'Confidential and Proprietary', '39', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
39,page_40,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '6.5.8.', 'Adverse Events', 'All subjects will be monitored for adverse events (AEs) during the study. Assessments may', ""include monitoring of any or all of the following parameters: the subject's clinical symptoms,"", 'laboratory, radiological, or surgical findings; physical examination findings; psychiatric', 'evaluation; or other appropriate tests and procedures.', 'All AEs will be recorded by the Investigator from the time the subject signs informed consent to', '28 days after the last dose of IP. Adverse events and serious adverse events (SAEs) will be', 'recorded on the AE page of the electronic case report form (eCRF), the paper SAE reporting', ""form (SAEs) and in the subject's source documents. All SAEs must be reported to Amgen"", ""Global Patient Safety within 24 hours of the Investigator's knowledge of the event by recording"", 'on the CRF and using the paper Serious Adverse Event Report Form by facsimile/email of the', 'paper SAER Form directly to Amgen Global Patient Safety.', 'Details of AE reporting can be found in Section 10.1 of the protocol.', 'Confidential and Proprietary', '40', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
40,page_41,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '7.', 'DESCRIPTION OF STUDY TREATMENTS', '7.1.', 'Description of Investigational Product(s)', 'The chemical name of apremilast (CC-10004) is acetamide, N-[2-[(1S)-1-(3-ethoxy-e', 'methoxyphenyl)-2-(methylsulfonyl)ethyl]-2,3-dihydro-1,3-dioxo-1H-isoindol-4-yl].', 'Apremilast will be provided by Amgen as 10, 20, or 30 mg tablets in blister cards for dose', 'titration purposes. Apremilast will also be provided as 30 mg tablets in high-density polyethylene', '(HDPE) bottles (approximately 80 tablets) with child-resistant caps.', 'Identically-appearing placebo tablets will also be provided by Amgen in blister cards.', '7.2.', 'Treatment Administration and Schedule', 'Subjects will be dispensed blister cards with 10, 20, and 30 mg apremilast tablets, or identically', 'appearing placebo, for the dose titration, at the baseline visit (Week 0) and Week 16.', 'Starting at Week 16, all subjects will be switched to, or will continue with, apremilast. Subjects', 'originally randomized to placebo at Week 0 will be switched to apremilast at Week 16. At all', 'visits (Week 0 to Week 16), titration / treatment will be dispensed in blister cards with apremilast', 'or placebo tablets and will be identically appearing. Beginning with the Week 20 visit, all', 'subjects will receive open label HDPE bottles of IP tablets. All subjects will maintain this', 'dosing through Week 52.', 'Apremilast or placebo tablets will be taken orally twice daily, approximately 12 hours apart,', 'through the last treatment visit.', 'The titration blister card configurations are pictured in Appendix R. The treatment schema for', 'dose titration at Baseline is shown in Appendix P, and at Week 16 is shown in Appendix Q.', 'Dose modifications are not permissible in this study.', '7.3.', 'Method of Treatment Assignment', 'After the informed consent is signed, subjects will be assigned a subject identification number', 'using a centralized interactive response technology (IRT). At the Baseline Visit, a centralized', 'schema will be applied to assign subjects who meet the eligibility criteria in a 2:1 ratio to receive', 'either apremilast 30 mg tablets orally BID or identically-appearing placebo tablets using the IRT.', 'Subjects will be block-randomized to each of the manifestations of plaque psoriasis specified in', 'the protocol. If subjects present with multiple manifestations, they will be allocated to the', 'manifestation which is most severe, as determined by the subject at the screening and baseline', 'visits. However, all manifestations will be assessed for efficacy at each study visit.', 'Designated research personnel at the investigational sites will be assigned password protected,', 'coded identification numbers, which gives them authorization to enter the IRT to randomize', 'subjects. The system will present a menu of questions by which the research center personnel', 'will identify the subject and confirm subject eligibility. When all questions have been answered', 'and the subject deemed eligible, the IRT will assign a randomization identification number.', 'Confirmation of the randomization will be sent to the investigational site, Amgen, and/or its', 'representative. The confirmation reports should be maintained as source documents. During the', 'Confidential and Proprietary', '41', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
41,page_42,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'study visits, the pharmacy or authorized study personnel at the investigational site will dispense', 'coded IP kits in accordance with the randomization number assigned by the IRT.', '7.4.', 'Packaging and Labeling', 'The label(s) for IP will include Sponsor name, address and telephone number, the protocol', 'number, IP name, dosage form and strength (where applicable), amount of IP per container, lot', 'number, expiry date (where applicable), medication identification/kit number, dosing', 'instructions, storage conditions, and required caution statements and/or regulatory statements as', 'applicable. Additional information may be included on the label as applicable per local', 'regulations.', 'All IP tablets, including apremilast and identically-appearing placebo, will be supplied by', 'Amgen. Investigational product for dose titration at Baseline and to Week 20 will be supplied in', 'blister cards. Investigational product tablets at Week 20 and through Week 52 will be supplied in', 'open label HDPE bottles with child-resistant caps.', '7.5.', 'Investigational Product Accountability and Disposal', 'The Investigator, or designee, is responsible for taking an inventory of each shipment of oral IP', 'received, and comparing it with the accompanying IP shipping order/packing list.', 'The Investigator, or designee, will verify the accuracy of the information on the form, sign and', 'date it, retain a copy in the study file, and record the information in the IRT..', 'Investigational product will be stored per the storage conditions identified on the IP label. At the', 'study site, all IP will be stored in a locked, safe area to prevent unauthorized access.', 'Amgen (or designee) will review with the Investigator and relevant site personnel the process for', 'IP return, disposal, and/or destruction including responsibilities for the site versus Amgen (or', 'designee).', '7.6.', 'Investigational Product Compliance', 'Study personnel will review the instructions printed on the package with the study subjects prior', 'to dispensing the IP in tablet form (both blister cards and bottles). Investigational product will be', 'dispensed as noted in the Table of Events, Table 3. The subjects will be instructed to return the', 'IP containers, including any unused medication, to the study site at each visit for tablet counts', 'and reconciliation. At each study visit, subjects will be asked whether they have taken their IP as', 'instructed. Any problems with IP compliance will be reviewed with the subject. If a subject', 'misses 4 or more consecutive days of dosing, Amgen should be contacted to decide whether', 'dosing should resume or whether the subject should be terminated from the Treatment Phase of', 'the study, and enter into the Posttreatment Observational Follow-up Phase.', 'Gross compliance problems (eg, missing 4 or more consecutive days of dosing or taking less', 'than 75% of the doses between study visits) should be discussed with Amgen. Compliance is', 'defined as taking between 75% and 120% of dispensed IP.', 'Confidential and Proprietary', '42', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
42,page_43,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '7.7.', 'Overdose', 'Overdose, as defined for this protocol, applies to protocol-required dosing of the investigational', 'product(s) (IPs) only. Therefore, for a drug to be subject to the overdose definition it must be', 'both required and an investigational drug. In this study the only required and investigational', 'drug is apremilast and the control arm drug (ie, placebo), hence overdose definition will apply to', 'only apremilast (or matching placebo). Other required or optional non-study drugs intended for', 'prophylaxis of certain side effects, etc, are excluded from this definition.', 'Overdose for this protocol, on a per dose basis, is defined as ingestion of 4 or more 30 mg', 'apremilast (or matching placebo) tablets in any 24-hour period, whether by accident or', 'intentionally. On a schedule or frequency basis, an overdose is defined as dosing more than 4', 'times during any 24-hour period.', 'Adverse Events associated with an overdose must be collected on the Adverse Events page of the', 'eCRF (see Section 10.1) for all overdosed subjects, but the overdose itself is not considered an', 'AE.', 'Confidential and Proprietary', '43', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
46,page_47,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'increase to 0.872. Hence when addressing missing data due to discontinuations with multiple', 'imputations, we would expect the power to be in between the bounds of 0.807 (based on 210', 'subjects) and 0.872 (based on 255 subjects), as the analysis that incorporates multiple imputation', 'under a missing at random assumption will always be more efficient compared to the observed', 'analysis when the missing data is actually missing completely at random.', '9.4.', 'Background and Demographic Characteristics', ""Subjects' age, height, weight, and baseline characteristics will be summarized using descriptive"", 'statistics, while sex, race, and other categorical variables will be provided using frequency', 'tabulations. The disease characteristics at baseline will also be summarized using appropriate', 'descriptive statistics. These descriptive statistics will be summarized by the randomized', 'treatment group using the ITT population.', '9.5.', 'Subject Disposition', 'The distribution of enrollment by site will be provided. Subject disposition (analysis population', 'allocation, entered, completed, discontinued, along with primary reason for discontinuation) will', 'be summarized using frequency and percent for the Placebo-controlled Phase (Weeks 0 to 16)', 'and the apremilast Extension Phase (Weeks 16 to 52). Protocol deviations will be summarized', 'using frequency tabulations.', '9.6.', 'Efficacy Analysis', 'Statistical comparisons will be made between apremilast and placebo at Week 16. The statistical', 'test on the primary endpoint will be at a 2-sided 0.05 significance level with treatment effect', 'estimates and the corresponding 95% confidence intervals (CIs) being reported. Any p-values', 'reported other than for the primary endpoint analysis will be considered as summary statistics.', 'Descriptive statistic summaries for the observed data will also be provided by visit and', 'randomized treatment group.', '9.6.1.', 'Primary Endpoint', 'The primary endpoint is the proportion of subjects achieving a > 4 point reduction from baseline', 'in DLQI at Week 16. It will be analyzed using the ITT population. However, a supplemental', 'analysis will be performed using the PP population.', 'The primary analysis for the primary endpoint at Week 16 will be the Cochran-Mantel-Haenszel', '(CMH) test adjusted for the stratification factor at randomization (ie, the 5 difficult to treat', 'manifestation types). This form of the CMH test will use the sample sizes in each of the strata as', 'weights when estimating the adjusted difference in the treatment proportions, constructing 95%', 'Wald confidence intervals for the difference, and conducting a statistical test of no difference', 'between the treatment proportions (ie, Ho: TAPR - TPBO = 0 as the null hypothesis).', 'All reasonable attempts will be made to prevent missing data from occurring in this study,', 'especially through Week 16. However, in the case of missing data at Week 16 a multiple', 'imputation (MI) method will be incorporated into the primary analysis. Imputations will be made', 'on the continuous-like scale of the total DLQI score, and then dichotomized according to the', 'primary endpoint definition prior to performing the CMH analysis. The aim of the multiple', 'Confidential and Proprietary', '47', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
47,page_48,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'imputation approach is to incorporate a representative random sample in place of the missing', 'data such that unbiased estimation and valid statistical inferences (ie, confidence intervals and', 'hypothesis testing) can be made.', 'Details with respect to the construction of the CMH test statistic, multiple imputation procedure', 'and the terminal analysis method for combining the multiple imputation results, as well as all', 'supportive sensitivity and subgroup analyses involving the stratums for the primary endpoint will', 'be specified in the SAP.', '9.6.2.', 'Secondary and Exploratory Efficacy Enppoints', 'For continuous endpoints at Week 16, an analysis of covariance (ANCOVA) model with', 'treatment and randomization strata as fixed effects and corresponding baseline value as a', 'continuous covariate will be employed. Missing data will be addressed using multiple', 'imputation. The adjusted means and standard errors will be reported for each of the treatment', 'group using the ANCOVA model, as well as the estimated treatment effect (ie, difference in the', 'adjusted treatment means, their standard errors, and 95% confidence intervals). In addition,', 'descriptive statistics will be provided based upon the observed data which will not address', 'missing data. Details regarding the methods of estimation to be performed at Weeks 32 and 52', 'will be provided in the statistical analysis plan (SAP).', 'For discrete endpoints, the CMH estimation method stratified by the randomization strata for', 'assessing the difference in proportion between the treatment groups will be conducted. The', 'weights in the CMH estimation method will be same as those used in the primary endpoint', 'analysis. The adjusted difference in the proportions between the treatment groups, their standard', 'errors, and corresponding 95% confidence intervals will be reported. Missing data will be', 'addressed through multiple imputation similar to that of the primary endpoint analysis. In', 'addition, descriptive statistics involving the sample size, the number of responders, and', 'proportion of responders will be summarized by treatment group. Details regarding the methods', 'of estimation to be performed at Weeks 32 and 52 will be provided in the SAP.', '9.6.3.', 'Photography', 'Photographs will be collected only at selected sites in subjects who consent and will be', 'considered as supportive evidence of efficacy. Descriptive summary of photography will be', 'addressed in the SAP and included in the clinical study report.', 'Photographs will be taken of all effected manifestations of plaque psoriasis at Weeks 0, 16, 32,', 'and 52.', 'Subjects must sign a separate consent form specific to Photography at Visit 1 (Screening Visit).', 'Confidential and Proprietary', '48', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
48,page_49,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '9.6.5.', 'Multiplicity Adjustment', 'There will be no multiplicity adjustment. Only the primary endpoint analysis will be used to', 'declare a statistical significance.', '9.7.', 'Safety Analysis', 'The safety analyses will be performed using the safety population as defined in Section 9.2,', 'defined as all subjects who are randomized and receive at least one dose of investigational', 'product. Safety will be assessed by clinical review of all relevant parameters including treatment-', 'emergent adverse events (TEAEs), laboratory tests, and vital signs; no inferential testing for', 'statistical significance will be performed. Data from safety assessments will be summarized', 'descriptively for the Placebo-controlled Phase (Weeks 0 to 16) and the Apremilast Exposure', 'Period when subjects receive apremilast treatment. For safety analyses in the Placebo-controlled', 'Phase, baseline will be relative to the first dose date following randomization at Week 0. For', 'safety analyses in Apremilast Exposure Period, baseline will be relative to the first apremilast', 'dose date at Week 0 for subjects initially randomized to apremilast or Week 16 for subjects', 'initially randomized to placebo and switched to apremilast in the Apremilast Extension Phase', '(Weeks 16-52).', 'Adverse events will be classified using the Medical Dictionary for Regulatory Activities', '(MedDRA) classification system. Adverse events will be tabulated by study phase (Double-blind', 'Placebo-controlled Phase or apremilast Exposure Phase). All treatment-emergent adverse events', '(AEs) will be summarized by system organ class, preferred term, severity, and relationship to IP.', 'Adverse events leading to death or to discontinuation from treatment and serious AEs will also', 'be summarized and listed separately.', 'Laboratory data will be summarized using shift tables showing the number of subjects with low,', 'normal, and high values based on the normal ranges, pretreatment versus post-treatment.', 'Vital sign measurements, including weight, will be summarized by visit descriptively (count,', 'mean, median, standard deviation, and range). In addition, shift tables showing the number of', 'subjects with values below, within and above the normal reference ranges pretreatment versus', 'post-treatment will be provided.', 'The changes and percent changes in body weight will be summarized by visit. In addition, the', 'changes by baseline body mass index (BMI; (< 18.5, 18.5 to < 25, 25 to < 30, 30 to < 35, 35 to', '< 40, > 40 kg/m²) will be explored.', '9.8.', 'Interim Analysis', 'No interim analysis is planned for this study.', '9.9.', 'Other Topics', '9.9.1.', 'Investigational Product Compliance (Tablets)', 'Investigational product record information will be summarized. Overall compliance will be', 'estimated by the proportion of subjects who take between 75% and 120% of the intended', 'quantity of IP.', 'Confidential and Proprietary', '49', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
49,page_50,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', '9.9.2.', 'Concomitant Therapy', 'All concomitant treatments documented during the study period will be summarized in frequency', 'tabulations. The Anatomical Therapeutic Chemical (ATC) coding scheme of the World Health', 'Organization (WHO) will be used to group medications into relevant categories for these', 'tabulations. Separate data summaries of background medications will be provided.', '9.9.3.', 'Steering Committee', 'The conduct of this trial will be overseen by a steering committee (SC), presided over by the', 'coordinating Principal Investigator. The SC will serve in an advisory capacity to the Sponsor.', 'Operational details for the SC will be detailed in a separate SC charter.', 'Confidential and Proprietary', '50', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
51,page_52,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'Is life-threatening (ie, in the opinion of the Investigator, the subject is at immediate', 'risk of death from the AE);', 'Requires inpatient hospitalization or prolongation of existing hospitalization', '(hospitalization is defined as an inpatient admission, regardless of length of stay);', 'Results in persistent or significant disability/incapacity (a substantial disruption of the', ""subject's ability to conduct normal life functions);"", 'Is a congenital anomaly/birth defect;', 'Constitutes an important medical event.', 'Important medical events are defined as those occurrences that may not be immediately', 'life-threatening or result in death, hospitalization, or disability, but may jeopardize the subject or', 'require medical or surgical intervention to prevent one of the other outcomes listed above.', 'Medical and scientific judgment should be exercised in deciding whether such an AE should be', 'considered serious.', 'Events not considered to be SAEs are hospitalizations for:', 'A standard procedure for protocol therapy administration. However, hospitalization', 'or prolonged hospitalization for a complication of therapy administration will be', 'reported as an SAE.', 'Routine treatment or monitoring of the studied indication not associated with any', 'deterioration in condition.', 'The administration of blood or platelet transfusion as routine treatment of studied', 'indication. However, hospitalization or prolonged hospitalization for a complication', 'of such transfusion remains a reportable SAE.', 'A procedure for protocol/disease-related investigations (eg, surgery, scans,', 'endoscopy, sampling for laboratory tests, bone marrow sampling). However,', 'hospitalization or prolonged hospitalization for a complication of such procedures', 'remains a reportable SAE.', 'Hospitalization or prolongation of hospitalization for technical, practical, or social', 'reasons, in absence of an AE.', 'A procedure that is planned (ie, planned prior to start of treatment on study); must be', 'documented in the source document and the eCRF. Hospitalization or prolonged', 'hospitalization for a complication from such a procedure remains a reportable SAE.', 'An elective treatment of, or an elective procedure for, a pre-existing condition', 'unrelated to the studied indication, that has not worsened from baseline.', 'Emergency outpatient treatment or observation that does not result in admission,', 'unless fulfilling other seriousness criteria above.', 'If an AE is considered serious, both the AE page/screen of the eCRF and the paper SAE Report', 'Form must be completed. All SAEs must be reported to Amgen Global Patient Safety within 24', ""hours of the investigator's knowledge of the event by submitting the SAE information using the"", 'Confidential and Proprietary', '52', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
52,page_53,"['Apremilast', 'Protocol CC-10004-PSOR-020', 'Amgen Inc.', 'paper Serious Adverse Event Report Form by facsimile/email directly to Amgen Global Patient', 'Safety.', 'For each SAE, the Investigator will provide information on severity, start and stop dates,', 'relationship to the IP, action taken regarding the IP, and outcome.', '10.2.2.', 'Severity / Intensity', 'For both AEs and SAEs, the Investigator must assess the severity/intensity of the event', 'according to the following grading scale:', 'Mild', 'Asymptomatic or mild symptoms; clinical or diagnostic observations only', 'Intervention not indicated', 'Activities of Daily Living (ADLs) minimally or not affected', 'No or minimal intervention/therapy may be required', 'Moderate', 'Symptom(s) cause moderate discomfort', 'Local or noninvasive intervention indicated', 'More than minimal interference with ADLs but able to carry out daily social and', 'functional activities.', 'Drug therapy may be required', 'Severe (could be non-serious or serious)', 'Symptoms causing severe discomfort/pain', 'Symptoms requiring medical/surgical attention/intervention', 'Interference with AEs including inability to perform daily social and functional', 'activities (eg, absenteeism and/or bed rest)', 'Drug therapy is required', 'The term ""severe"" is often used to describe the intensity of a specific event (as in mild, moderate,', 'or severe myocardial infarction); the event itself, however, may be of relatively minor medical', 'significance (such as severe headache). This criterion is not the same as ""serious"", which is', 'based on subject/event outcome or action criteria associated with events that pose a threat to a', ""subject's life or functioning."", 'Seriousness, not severity, serves as a guide for defining regulatory obligations.', '10.2.3.', 'Causality', 'The Investigator must determine the relationship between the administration of IP and the', 'occurrence of an AE/SAE as Not Suspected or Suspected as defined below:', 'Confidential and Proprietary', '53', 'CC-10004-PSOR-020 Amendment 3 FINAL: 01 May 2020', 'EDMS Doc. Number: 24684941 - 22835610']"
