Unnamed: 0,PageNo,Text
35,page_36,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 35 of 122', 'Maintenance visits will occur every 4 weeks for 52 weeks (approximately 12 months).', 'After at least 6 months and up to 7 months of maintenance treatment with AR 101', '300 mg/day, subjects will have a graded OLFC (Section 9.2.2). Subjects who tolerate', '1000 mg of peanut protein (2043 mg cumulative) at the OLFC will continue AR101 at', '300 mg/day and will have the option to consent for an RWPC within 4 weeks (preferably', 'within 1 week) after the OLFC (Section 9.2.3). Subjects who complete the RWPC', '(regardless of the outcome) will continue daily maintenance treatment with AR101 at', '300 mg/day for approximately another 4 to 6 months until study exit (total 52 weeks of', 'maintenance).', 'Subjects who tolerate at least 300 mg but < 1000 mg peanut protein (2043 mg cumulative)', 'at', 'the OLFC or tolerate 1000 mg of peanut protein (2043 mg cumulative) but do not consent to', 'the optional RWPC will continue daily maintenance treatment with AR101 at 300 mg/day for', 'approximately another 5 to 6 months until study exit (total 52 weeks of maintenance).', 'Subjects who do not tolerate at least 300 mg of peanut protein at the OLFC will stop AR101', 'treatment and discontinue early from the study (Section 5.3).', '5.2.5', 'Standard of Care Procedures', 'Standard of care will be provided for all subjects.', 'Study procedures and questionnaires for subjects receiving standard of care alone are listed', 'in Appendix 6. Study site visits will be approximately every 3 months for approximately', '18 months until study exit. Subjects receiving standard of care alone will have an OLFC', '(Section 9.2.2) approximately 12 months after randomization.', 'Standard of care will consist of peanut avoidance, and education on recognition and', 'management of allergy symptoms and appropriate use of rescue medications (eg, epinephrine', 'auto-injectors). Each study site will document its standard of care procedures in source', 'documents.', 'Subjects will be instructed to follow a peanut-avoidant diet throughout the study.', 'Peanut/food allergy education will include a comprehensive anaphylaxis action plan per the', 'standard of care at the study site, with at least the following information:', 'How to recognize and manage an allergic reaction and symptoms of anaphylaxis', 'When and how to administer epinephrine via an auto-injector', 'Requirement to go to the nearest emergency department following use of an', 'epinephrine auto-injector', 'Ways to minimize the risk of accidental exposure to peanut at home and outside (may', 'be supplemented by referral to recognized food allergy organizations for access to', 'additional learning materials)']"
36,page_37,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 36 of 122', 'An epinephrine auto-injector device will be provided or prescribed as appropriate to subjects', 'and parents/caregivers who do not have one. The expiration date and record of training on', ""the epinephrine auto-injector device must be documented in the subject's source documents."", '5.2.6 Unscheduled Visit Procedures', 'Unscheduled visit procedures are listed in each schedule of activities. Other study', 'procedures may be performed as clinically appropriate.', 'Unscheduled visits may be performed anytime to assess or follow up adverse events, or at the', 'request of the subject or investigator. The date and reason for the unscheduled visit must be', 'recorded in the source documentation.', '5.3', 'Early Discontinuation', 'Subjects receiving AR101 treatment: Early treatment discontinuation is defined as', 'permanent cessation of study product administration anytime before completing AR101', 'maintenance treatment at 300 mg/day for approximately 12 months. Subjects who', 'discontinue early will have early discontinuation procedures approximately 14 days after', 'their last dose of AR101 according to the schedule of activities.', 'Subjects with unresolved adverse events at early discontinuation will have safety follow-up', 'per Section 5.5.', 'Temporary treatment interruption (eg, due to an adverse event) will not be considered early', 'discontinuation.', 'Subjects receiving standard of care alone: Early discontinuation of observation is defined as', 'cessation of study participation anytime before the scheduled exit visit. Subjects who', 'discontinue early will have early discontinuation procedures according to the schedule of', 'activities. Subjects with unresolved adverse events at early discontinuation will have safety', 'follow-up per Section 5.5.', 'The primary reasons for early discontinuation of AR101 treatment or observation are listed in', 'Table 5.']"
37,page_38,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 37 of 122', 'Table 5: Primary Reasons for Early Discontinuation', 'Category', 'Reason', 'Comment', 'Protocol/Investigator-Initiated', 'Adverse event or', 'Any intolerable adverse event that cannot be ameliorated using adequate', 'intercurrent illness', 'medical intervention or that in the opinion of the investigator or sponsor', 'may lead to undue risk if AR .101 treatment were continued, such as the', 'following:', 'Life-threatening symptoms (CoFAR grade 4), including anaphylaxis', 'resulting in hypotension, neurologic compromise, or mechanical', 'ventilation secondary to study treatment or food challenge.', 'Severe dose-related allergic hypersensitivity symptoms (CoFAR', 'grade 3) that require intensive therapy (per investigator assessment, but', 'may include interventions such as IV epinephrine, intubation, or', 'admission to an intensive care unit) or are recurrent.', 'Poor control or persistent activation of secondary atopic disease', '(eg, atopic dermatitis, asthma).', 'Development of biopsy-documented eosinophilic esophagitis.', 'Any adverse event that meets the early discontinuation criteria for study', 'product tolerability or delays as follows:', 'Tolerability of study product:', '- Moderate or dose-limiting symptoms at < 3 mg or severe symptoms', 'at any dose on initial dose-escalation day 1 and 2', '- The dose was withheld for > 4 weeks for chronic or recurrent', 'gastrointestinal adverse events at VI 20 mg/day', '- Unable to reach the 300 mg/day dose within 40 weeks of up-dosing', '- Unable to tolerate at least 300 mg of peanut protein at the OLFC', 'Use of rescue medications:', '- Treatment with epinephrine, beta-agonist, oxygen, IV fluids,', '> 2 doses of antihistamines, and/or glucocorticosteroids at any', 'AR101 dose (including 6 mg) on initial dose-escalation days 1 and 2', '- Treatment with > 2 doses of epinephrine for dose-related allergy', 'symptoms anytime', 'Dose adjustment of study product:', '- Unable to escalate the dose level after 3 consecutive failed attempts', 'with at least 2 weeks between each escalation attempt', '- Unable to tolerate 3 attempts at dose reduction after the occurrence', 'of mild or moderate allergy symptoms, or unable to tolerate', '1 attempt at dose reduction after the occurrence of severe symptoms', '- Missed > 15 consecutive days of study product dosing due to', 'medically indicated circumstances (eg, as part of the treatment for', 'an intercurrent adverse event); missed doses per dose adjustment', 'guidelines in Section 8.5.3.2 are allowed.', 'Use of prohibited', 'Prohibited concomitant medications are listed in Section 7.4.', 'medication', 'Pregnancy', 'Pregnancy will be followed to delivery or until termination of the', 'pregnancy (Section 8.5.7.2).', 'Death']"
38,page_39,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 38 of 122', 'Category', 'Reason', 'Comment', 'Investigator decision', ""Investigators may elect to discontinue a subject's study treatment if they"", ""decide it is in the subject's best interest. Select this category if adverse"", 'events/intercurrent illness, use of prohibited concomitant therapy, or', 'noncompliance do not apply and the subject preferred to continue', 'treatment.', 'Major noncompliance with', 'The medical monitor or investigator may request early discontinuation in', 'protocol', 'the event of a major protocol deviation, lack of cooperation, or', 'noncompliance.', 'Noncompliance with study product is defined as missed doses for', '8 consecutive days, or missed doses for > 3 consecutive days on', '> 3 occasions during up-dosing (Section 8.5.5).', 'Dropout', 'Subject decision', 'Active discontinuation choice by the subject.', 'Subjects may permanently discontinue study treatment anytime for any', 'reason.', 'Sponsor-Initiated', 'Sponsor discontinuation of', 'The sponsor reserves the right to terminate the study anytime for any reason', 'study', 'as described in Section 13.6. The sponsor will terminate this study', 'following completion of the study objectives, or earlier if deemed', 'necessary.', 'Loss to Follow-Up', 'Loss to follow-up', 'Cessation of participation without notice or action by subject.', 'Loss to follow-up procedures are described in Section 5.6.', 'CoFAR, Consortium of Food Allergy Research; IV, intravenous; OLFC, open-label food challenge.', '5.3.1', 'Follow-Up HRQOL Questionnaires for Subjects Receiving AR101 Treatment', 'Who Discontinue Early', 'Subjects receiving AR10 treatment who discontinue early from the study and their', 'parents/caregivers will complete questionnaires at early discontinuation according to', 'Appendix 4 and Appendix 5. In addition, the subject and parent/caregiver will complete the', 'relevant follow-up EQ-5D, Food Allergy Quality of Life Questionnaire (FAQLQ), and Food', 'Allergy Independent Measure (FAIM) questionnaires thereafter according to the timing', 'shown in Table 6 and as indicated in Appendix 4 and Appendix 5.']"
39,page_40,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 39 of 122', 'Table 6: Follow-Up HRQOL Questionnaires for Subjects Receiving AR101 Treatment', 'Who Discontinue Early', 'Follow-Up EQ-5D, FAQLQ, and FAIM', 'Timing of Early Discontinuation', 'Questionnaires', 'Before the start of maintenance', 'Complete at 12 months and 18 months after day 1', 'After less than 9 months of maintenance (ie, between', 'Complete at 18 months after day 1', 'maintenance visit week 1 and 41)', 'EQ-5D, European Quality of Life 5-Dimensions health questionnaire; FAIM, Food Allergy Independent', 'Measure; FAQLQ, Food Allergy Quality of Life Questionnaire.', '5.4', 'Study Exit', 'Study exit procedures are listed in the schedules of activities.', 'Completion of study exit procedures will be considered as completing the study.', 'Subjects with unresolved adverse events at study exit or who had GI adverse events of', 'interest will have safety follow-up per Section 5.5.', 'After the study exit procedures are completed, AR101-treated subjects will have the option to', 'enroll in an open-label follow-on study to continue AR101 treatment until it becomes', 'commercially available or development is terminated. Subjects who received standard of', 'care alone will also have the option to receive AR101 treatment in a follow-on study.', 'Subjects may continue to receive AR101 maintenance treatment or standard of care alone in', 'ARC009 if the open-label follow-on study is not activated at their study site when subjects', 'complete their course of treatment/observation.', '5.5 Safety Follow-Up', 'Safety follow-up procedures are listed in Appendix 7.', 'Safety follow-up is for subjects with unresolved adverse events at early discontinuation or', 'study exit, or who had GI adverse events of interest. Safety follow-up will continue until the', 'ongoing adverse events resolve or stabilize (after at least 30 days of follow-up after the early', 'discontinuation or exit visit), the subject withdraws consent for follow-up, or the study is', 'terminated. Safety follow-up will continue for 6 months after early discontinuation or study', 'exit for subjects with GI adverse events of interest as described in Section 5.5.1.', 'For subjects who refuse to come to the study site or if safety follow-up cannot be obtained', 'from alternate contacts, telephone contact must be attempted and documented to review for', 'adverse events. The procedures for loss to follow-up will be followed for subjects who do', 'not respond to telephone calls (Section 5.6).']"
40,page_41,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 40 of 122', '5.5.1', 'Safety Follow-Up for Subjects With GI Adverse Events of Interest', 'For subjects who had GI adverse events of interest (ie, with prolonged dose interruption or', 'that result in or are ongoing at early discontinuation; Section 8.5.6.2), parents/caregivers and', 'subjects aged > 8 years will complete the Pediatric Eosinophilic Esophagitis Symptom', 'Scores version 2.0 (PEESS v2.0) questionnaire while the subject is symptomatic, at early', 'discontinuation or study exit, and monthly for 6 months.', 'In addition, subjects who discontinue early due to GI adverse events will return to the study', 'site monthly for at least 6 months; telephone follow-up by medically qualified personnel may', 'be appropriate in the absence of symptoms, at the discretion of the investigator.', 'A gastroenterologist referral should be initiated for subjects with GI adverse events persisting', '> 6 weeks after early treatment discontinuation, and for subjects unable to discontinue using', 'therapies initiated for GI symptoms (eg, H1 or H2 histamine blockers, proton pump', 'inhibitors) by 12 weeks after early treatment discontinuation. Gastroenterologist visits, test', 'results, and endoscopy and endoscopic biopsy results (if applicable) will be documented in', ""the subject's source documents."", 'Follow-up will continue for chronic or recurrent GI symptoms persisting after 6 months until', 'symptoms resolve or stabilize.', '5.6 Loss to Follow-Up', 'Every reasonable effort must be made to contact any subject apparently lost to follow-up', 'during the study to complete study-related assessments and record outstanding data. After', 'unsuccessful telephone contact, the following is to occur:', 'Attempt to contact the subject by mail using a method that provides proof of receipt.', 'Try alternate contacts if permitted (eg, primary care providers, referring physician,', 'relatives).', ""Document the efforts in the subject's source documents."", 'If all efforts fail to establish contact, the subject will be considered lost to follow-up.', '6', 'INVESTIGATIONAL PRODUCT INFORMATION', '6.1', 'General Information', 'The study treatments include AR101 and standard of care. Standard of care includes', 'avoidance of peanuts/peanut-containing foods, and education on recognition and', 'management of allergy symptoms and appropriate use of rescue medications (eg, epinephrine', 'auto-injectors).', 'The sponsor will provide AR101 capsules and sachets.']"
41,page_42,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 41 of 122', '6.2 AR101 Product Characteristics', 'The AR101 active pharmaceutical ingredient is initially sourced as raw peanuts, Arachis', 'hypogaea, and is processed into food-grade, 12% defatted, roasted peanut flour that contains', 'approximately 50% peanut protein (wt/wt). The peanut flour, which contains peanut', 'allergens, is characterized for its relative composition of key allergenic proteins', '(Porterfield, 2009) by reversed-phase high performance liquid chromatography (HPLC) and', 'is tested for potency (relative to a reference standard) using an enzyme-linked', 'immunosorbent assay (ELISA) to demonstrate consistency between lots. The AR101 drug', 'product consists of the peanut flour formulated with bulking and flow agents in graduated', 'doses. The drug product is encapsulated in hydroxypropyl methyl cellulose (HPMC) or filled', 'in foil-laminate sachets and supplied in color-coded pull-apart capsules at 5 dosage strengths', '(0.5, 1, 10, 20, and 100 mg) and 300 mg sachets.', 'Additional details will be provided in the AR101 investigator brochure and pharmacy', 'manual.', '6.2.1', 'Packaging of AR101', 'Capsules containing study product are packaged in blister cards that are assembled into', 'dosing kits. Each individual blister of a blister card contains a dose for a single day. Each', 'dosing kit supplies 2 weeks of daily dosing for a single dose level plus another 7 days of', 'daily dosing at the same dose level to accommodate potential visit scheduling issues and', 'wasted or lost product.', 'Foil-laminate sachets for maintenance dosing are packaged in paperboard cartons for storage', 'and dispensing to study subjects.', 'The label will vary depending on individual country requirements.', '6.2.2', 'Storage of AR101', 'The study product should be stored in accordance with the product label and in a secure', 'location at 2°C to 8°C. Temperature excursions may be allowed with specific instructions', 'from Aimmune. Study sites will maintain temperature logs for all refrigerators used to store', 'study product during the study.', '6.2.3 Directions for Administration of AR101', 'The first dose at each dose level will be removed from the dosing kit for the assigned dose', 'level and administered under medical supervision at the study site. Once a dose is removed', 'from the dosing kit, the kit must be dispensed to the subject, held at the study site for', 'destruction, or returned to the sponsor designee according to the procedures in the pharmacy', 'manual. Once opened, dosing kits cannot be used for any other dosing interval or any other', 'subject. Subjects will be instructed to store the dosing kit in the refrigerator and return', 'unused study product to the study site at the next visit.']"
42,page_43,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 42 of 122', 'Dosing Precautions', 'The subject must have other food (besides the matrix vehicle used to prepare the', 'dose) in the stomach before taking the dose. The daily dose at home should be taken', 'as part of a meal or heavy snack except on days the dose is given at the study site (the', 'subject should not have an empty stomach).', 'Subjects are to avoid activities likely to increase allergic reactivity (eg, exercising or', 'taking hot showers or baths) within 3 hours after dosing.', 'For subjects engaging in strenuous exercise before the planned dosing time, dosing', 'should be delayed until any signs of a hypermetabolic state (eg, flushing, sweating,', 'rapid breathing, and/or rapid heart rate) have abated.', 'Dosing should not occur within 2 hours before bedtime.', 'In case of illness or symptoms such as wheezing, worsening asthma, fever, vomiting,', 'or diarrhea, the subject or parent/caregiver is to withhold the dose of study product', 'and notify the study site of the symptoms and for possible dose adjustments.', 'Dose Preparation', 'The same procedures will be followed for preparing and administering study product at the', 'study site or at home. Study site doses may be prepared by site staff, the subject, or the', 'parent/caregiver under direct supervision of study site staff for training purposes. Doses at', 'home will be prepared by the subject or supervising adult using a vehicle food', '(eg, applesauce, yogurt, pudding, or other age-appropriate semisolid matrix food) to which', 'the subject is not allergic. The vehicle food volume should be appropriate so the entire dose', 'can be consumed in a few spoonfuls/mouthfuls in one sitting. The vehicle food must not be', 'heated above room temperature before adding the study product or consumption.', 'Capsules constituting the dose should be pulled apart, gently rolled between the finger and', 'thumb over the vehicle food, and then lightly tapped at the end of each half of the capsule to', 'ensure full delivery of the study product. When using a sachet packet, the packet is to be cut', 'over the vehicle food and the entire contents emptied into the food. The sachet should then', 'be gently squeezed and shaken to ensure full delivery of the study product. Subjects should', 'avoid inhaling the study product, which may induce an allergic reaction or worsening of', 'asthma. The study product should be mixed thoroughly with the vehicle food before', 'administration.', 'Dose Timing', 'The study product should be consumed as promptly as possible after mixing. If not', 'consumed within 4 hours after mixing into a vehicle, the mixture should be discarded and', 'a new dose prepared. If preparing a new dose is not feasible (eg, due to limited supply), the', 'study product-vehicle food mixture may be stored for up to 24 hours under conditions', 'appropriate for the vehicle food matrix. If consumption is delayed more than 24 hours, the', 'mixture must be discarded and a new dose mixed and consumed.']"
46,page_47,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 46 of 122', 'Adverse event: Any unfavorable and unintended sign (including an abnormal laboratory', 'finding), symptom, or disease temporally associated with the study treatment, whether or not', 'related to the study treatment.', 'Examples of adverse events include the following:', 'A new event or experience that was not present at screening/baseline', 'A worsening, excluding minor fluctuations, in the nature, severity, frequency, or', 'duration of a pre-existing condition', 'An investigational abnormality (eg, PEFR/FEV1 measurements, laboratory tests, vital', 'signs) only if the abnormality is considered clinically significant by the', 'investigator (eg, associated with clinically significant symptoms, requires additional', 'diagnostic testing or intervention, leads to change in study product dosing or', 'discontinuation from the study)', 'An adverse event does not include the following:', 'Pre-existing diseases or conditions present or detected before the start of study', 'treatment that do not worsen', 'SPT reactions, unless the reaction or a complication from the procedure is considered', 'a serious adverse event', 'Situations where an untoward medical event has not occurred (eg, planned', 'hospitalization for an elective procedure)', 'Adverse reaction: Any adverse event considered to be caused by the study product.', 'Serious adverse events: Any adverse event that meets any of the criteria in Table 8 as', 'determined by the investigator or sponsor.']"
47,page_48,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 47 of 122', 'Table 8: Criteria for Serious Adverse Events', 'Subject Outcome', 'Comments', 'Death', 'Death is an outcome, not an adverse event. The primary adverse', 'event resulting in death should be identified.', 'Life-threatening', 'At immediate risk of death from the adverse event (eg, from the', 'combination of severe anaphylaxis and a grade 4 allergic reaction', 'per Section 8.4).', 'Inpatient hospitalization or', 'Does not include prolonged hospitalization for extended', 'prolongation of existing hospitalization', 'observation (eg, to watch for a delayed or biphasic reaction) or', 'planned hospitalization (eg, for an elective procedure).', 'Disability or permanent damage', 'Persistent or significant incapacity or substantial disruption of the', 'ability to conduct normal life functions.', 'Congenital abnormality or birth defect', 'Important medical event', 'An event that may jeopardize the health of the subject or require', 'medical or surgical intervention to prevent any of the other', 'outcomes.', 'In general, anaphylaxis classified as an important medical event', 'should require an emergency department visit with intensive', 'therapy (determined by the investigator, but may include', 'interventions such as intravenous epinephrine, intubation, or', 'admission to an intensive care unit; 1-2 intramuscular injections of', 'epinephrine are typically not considered intensive therapy).', 'If anaphylaxis of mild or moderate severity and without', 'administration of intensive therapy is reported as an important', 'medical event, a clinical assessment by the investigator and reason', 'for the assessment must be included in the event narrative.', 'Source: ICH E2A and US Code of Federal Regulations: 21 CFR 312.32 [75 FR 59961].', 'Unexpected adverse events: Adverse events for which the nature or severity is not consistent', 'with the reference safety information.', 'Suspected unexpected serious adverse reactions (SUSARs): Adverse events assessed as', 'serious, related to study product, and unexpected, which are subject to expedited reporting to', 'regulatory authorities and study investigators.', 'Adverse events of interest: Adverse events of interest are any adverse events (serious or', 'nonserious) identified for ongoing monitoring during the study and require rapid', 'communication by the investigator to the sponsor as described in Section 8.5.6.', '8.3', 'Assessment of Causal Relationship', 'The investigator will assess the relationship of an adverse event to study product as related or', 'not related (ie, if there is a reasonable possibility that the study product caused the event),', ""and document the relationship in the subject's source documents.""]"
48,page_49,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 48 of 122', '8.4 Assessment of Severity (Intensity)', 'Severity describes the intensity of a specific adverse event (eg, mild, moderate, severe,', 'life-threatening, or death). The particular event may be of relatively minor medical', 'significance (such as severe headache). Severity is not the same as ""serious,"" which is based', 'on subject/event outcome or action criteria.', 'Investigators will grade the severity of adverse events. The severity of an adverse event is to', ""be recorded on the case report form and in the subject's source documents."", 'Three different severity grading systems will be used depending on type of adverse event:', 'allergic reactions, anaphylaxis, or all other adverse events. Brief descriptions of the', '3 severity grading systems are provided.', 'Severity of allergic reactions will be graded using the Consortium of Food Allergy Research', '(CoFAR grading system (adapted from Burks, 2012), with scores ranging from 1 (transient', 'or mild discomfort) to 5 (death) (Table 9).', 'Table 9: CoFAR Severity Grading System for Allergic Reactions', 'Grade 1', 'Grade 2', 'Grade 3', 'Grade 4', 'Grade 5', 'Mild', 'Moderate', 'Severe', 'Life-Threatening', 'Death', 'Transient or mild', 'Symptoms that', 'Marked limitation in', 'Extreme limitation', 'Death', 'discomforts', 'produce mild to', 'activity, some', 'in activity,', '(< 48 hours), no or', 'moderate limitation', 'assistance usually', 'significant', 'minimal medical', 'in activity, some', 'required; medical', 'assistance required;', 'intervention/therapy', 'assistance may be', 'intervention/therapy', 'significant', 'required.', 'needed; no or', 'required,', 'medical/therapy.', 'minimal', 'hospitalization is', 'Intervention is', 'intervention/therapy', 'possible. Parenteral', 'required;', 'is required.', 'medication(s) are', 'hospitalization is', 'Hospitalization is', 'usually indicated.', 'probable.', 'possible.', 'Symptoms may', 'Symptoms may', 'Symptoms may', 'Symptoms may', 'include pruritus,', 'include persistent', 'include', 'include persistent', 'swelling or rash,', 'hives, wheezing', 'bronchospasm with', 'hypotension and/or', 'abdominal', 'without dyspnea,', 'dyspnea, severe', 'hypoxia with', 'discomfort, or other', 'abdominal', 'abdominal pain,', 'resultant decreased', 'transient symptoms.', 'discomfort/', 'throat tightness with', 'level of', 'increased vomiting,', 'hoarseness, transient', 'consciousness', 'or other symptoms.', 'hypotension, or', 'associated with', 'other symptoms.', 'collapse and/or', 'incontinence, or', 'other', 'life-threatening', 'symptoms.', 'Source: Adapted from Burks, 2012.', 'CoFAR, Consortium of Food Allergy Research.']"
49,page_50,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 49 of 122', 'Severity of anaphylaxis will be graded according to the European Academy of Allergy and', 'Clinical Immunology (EAACI) guidelines (Table 10; adapted from Muraro, 2007). The', 'clinical assessment of anaphylaxis is described in Section 8.5.1.1.', 'Table 10: EAACI Severity Grading System for Anaphylaxis', 'Grade 1', 'Grade 2', 'Grade 3', 'Mild', 'Moderate', 'Severe', 'Skin and subcutaneous tissues', 'Features suggesting respiratory,', 'Hypoxia, hypotension, or', 'only', 'cardiovascular, or', 'neurologic compromise', 'gastrointestinal involvement', 'Generalized erythema, urticaria,', 'Dyspnea, stridor, wheeze,', 'Cyanosis or SpO292% at any', 'periorbital edema or angioedema', 'nausea, vomiting, dizziness', 'stage, hypotension (systolic', '(presyncope), diaphoresis, chest', 'blood pressure < 90 mm Hg in', 'or throat tightness, or abdominal', 'adults), confusion, collapse, loss', 'pain', 'of consciousness, or', 'incontinence', 'Source: Adapted from Muraro, 2007.', 'EAACI; European Academy of Allergy and Clinical Immunology.', 'Severity of all other adverse events will be graded according to the National Cancer Institute', '(NCI) Common Terminology Criteria for Adverse Events (CTCAE). CTCAE terms are', 'grouped by system organ class, graded 1 to 5, and have unique clinical descriptions of', 'severity for each adverse event based on the general guideline presented in Table 11.', 'Table 11: NCI CTCAE Severity Grading System for Adverse Events', 'Grade 1', 'Grade 2', 'Grade 3', 'Grade 4', 'Grade 5', 'Mild', 'Moderate', 'Severe', 'Life-Threatening', 'Death', 'Asymptomatic or', 'Minimal, local, or', 'Severe or medically', 'Life-threatening', 'Death', 'mild symptoms;', 'noninvasive', 'significant but not', 'consequences;', 'related to', 'clinical or diagnostic', 'intervention', 'immediately', 'urgent intervention', 'adverse', 'observations only;', 'indicated; limiting', 'life-threatening;', 'indicated', 'event', 'intervention not', 'age-appropriate', 'hospitalization or', 'indicated', 'instrumental', 'prolongation of', 'activities of daily', 'hospitalization', 'living', 'indicated; disabling;', 'limiting self-care', 'activities of daily', 'living', 'Source: NCI CTCAE.', 'NCI CTCAE, National Cancer Institute Common Terminology Criteria for Adverse Events.']"
50,page_51,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 50 of 122', '8.5 Special Safety Considerations', 'This section provides guidelines for the assessment of allergic reactions (including', 'assessment of anaphylaxis and tolerability of a dose), treatment of allergic reactions, study', 'product dose adjustments due to allergic reactions or other reasons, missed doses of study', 'product, adverse events of interest, and other notable events (overdose, pregnancy and other', 'reproductive considerations). The assessment and treatment of allergic reactions resulting', 'from accidental and nonaccidental food allergen exposure should follow the same guidelines', 'as allergic reactions resulting from study product.', '8.5.1', 'Assessment of Allergic Reactions', 'Allergy symptoms may occur during AR101 treatment as observed in other desensitization', 'protocols. Subjects must be observed for at least 90 minutes after completion of a dose or', 'dose escalation at the study site, with vital sign measurements (blood pressure and heart rate)', 'and assessment for symptoms of allergic reaction performed every 30 minutes. The postdose', 'observation period may be shortened to 30 minutes during maintenance if no allergy', 'symptoms occurred during the previous 3 maintenance visits.', 'The length of observation will be extended beyond 90 minutes if symptoms of allergic', 'reaction develop as follows:', 'Mild symptoms: observe for 90 minutes or at least 1 hour after symptoms resolve,', 'whichever is longer.', 'Moderate symptoms: observe for at least 2 hours after symptoms resolve.', 'Severe symptoms: observe for at least 3 hours after symptoms resolve either at the', 'study site or an emergency facility, as appropriate. Consider extended overnight', 'observation for subjects experiencing protracted symptoms.', 'The assessing physician will determine whether the allergy symptoms meet the criteria for', 'dose-limiting symptoms (Section 8.5.1.2).', 'The severity of symptoms of an allergic reaction will be assessed as described in Section 8.4.', 'Signs and symptoms of allergic reactions will be recorded on the case report form and in the', ""subject's source documents."", '8.5.1.1', 'Assessment of Anaphylaxis', 'Anaphylaxis is defined by a number of signs and symptoms, alone or in combination, that', 'occur within minutes up to a few hours after exposure to a provoking agent. Anaphylaxis', 'can be mild, moderate, or severe (Section 8.4). Adverse events of anaphylaxis are considered', 'adverse events of interest and require rapid reporting as described in Section 8.6.2.']"
51,page_52,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 51 of 122', 'Anaphylaxis is likely when any of the following 3 criteria for suspected anaphylaxis is', 'fulfilled (adapted from Sampson, 2006):', '1. Acute onset of an illness (minutes to hours) with involvement of the skin, mucosal tissue,', 'or both (eg, generalized hives, pruritus or flushing, swollen lips/tongue/uvula) and at least', '1 of the following:', 'Respiratory compromise (eg, dyspnea, wheeze/bronchospasm, stridor, reduced PEFR,', 'hypoxemia)', 'Reduced blood pressure or associated symptoms of end-organ dysfunction', '(eg, hypotonia, syncope, incontinence)', '2. Two or more of the following that occur rapidly after exposure to a likely allergen for the', 'subject (minutes to hours):', 'Involvement of the skin/mucosal tissue (eg, generalized hives, itch/flush, swollen', 'lips/tongue/uvula)', 'Respiratory compromise (eg, dyspnea, wheeze/bronchospasm, stridor, reduced PEFR,', 'hypoxemia)', 'Reduced blood pressure or associated symptoms (eg, hypotonia, syncope,', 'incontinence)', 'Persistent GI symptoms (eg, nausea, crampy abdominal pain, vomiting)', '3. Reduced blood pressure after exposure to a known allergen for the subject (minutes to', 'hours) as follows:', 'Infants and children: > 30% decrease from baseline in systolic blood pressure or low', 'systolic blood pressure in children defined as follows:', '- Age 1 to 10 years: < (70 mm Hg + [2 X age])', '- Age 11 to 17 years: < 90 mm Hg', '8.5.1.2 Assessment of the Tolerability of a Study Product Dose or Dose Level', 'The tolerability of a study product dose or dose level will be assessed based on the', 'occurrence of acute allergy symptoms after dosing. When multiple symptoms are present,', 'the severity of the most severe symptom will be used to determine whether symptoms are', 'dose limiting and the dose or dose level is tolerated. Possible assessments of symptom', 'severity, dose-limiting symptoms, and dose tolerability are shown in Table 12.']"
